timestamp,portfolio_current_value,portfolio_peak_value,portfolio_drawdown,portfolio_btc_exposure,portfolio_cash_position,trading_total_trades,trading_successful_trades,trading_win_rate,trading_average_profit,trading_largest_win,trading_largest_loss,trading_profit_factor,market_condition,market_volatility,market_trend_strength,market_price_change_24h
2024-12-05T15:41:14.725086,10037.905484046914,9999.259632777856,-0.003911719924259364,1916.8361409698234,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.0011225784494223122,0.006887030120504571,0.00018365894533843523
2024-12-05T15:42:19.705901,10040.133393968285,9999.259632777856,-0.004115316462090808,1918.5656573465315,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.000833467393578603,0.003956937101458564,2.3810643113202155e-05
2024-12-05T15:43:28.371697,10043.603920227357,9999.259632777856,-0.004446449110139092,1920.5081330095823,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.0007095850734086655,0.0010385761667876074,-0.0006883666793046149
2024-12-05T15:44:34.567105,10048.799350819469,9999.259632777856,-0.004940106104381916,1926.4305827397704,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.0012898867625958192,0.0024606820422970158,-0.00017473785996465475
2024-12-05T15:45:41.769753,10044.09528589595,9999.259632777856,-0.004473464508916462,1922.1856723861865,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.0008664889507511889,0.0023763024425959875,4.395238258301969e-05
2024-12-05T15:46:49.718132,10043.561972592062,9999.259632777856,-0.00443177733259174,1921.9184666814253,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BULLISH,8.779357877583161e-05,0.00014929871326475687,0.00012182860391637211
2024-12-05T15:47:57.397278,10051.007787667559,9999.259632777856,-0.0051751473949907725,1929.0451722590992,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.0007776085288738716,0.003827069957369324,-3.749308057231732e-05
2024-12-05T15:49:03.989982,10048.673873948794,9999.259632777856,-0.004984201970733073,1926.8505715420213,8121.889774401272,3,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,NEUTRAL,0.0003382402648744071,0.0011753761854883852,-0.00018556189433150498
2024-12-05T15:50:11.059220,10048.54202806543,10047.359441502496,-0.00011240780756440971,963.7165765927217,9084.624607951884,4,0,0.0,-4.547473508864641e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.00038665449337168287,0.00011754684255105207,-0.00015319440137867967
2024-12-05T15:51:19.548619,10044.074714717035,10047.359441502496,0.00032559465193510926,959.5522671928203,9084.624607951884,4,0,0.0,-4.547473508864641e-13,0.0,-1.8189894035458565e-12,0.0,NEUTRAL,0.0011552174170266821,0.004530544812708186,9.255187454363134e-05
2024-12-05T15:52:25.864659,10044.063184607858,10047.359441502496,0.0003282869018067801,959.5601369498783,9084.624607951884,4,0,0.0,-4.547473508864641e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.00011729353430311991,0.00010082517661088492,0.0001289506000169168
2024-12-05T15:53:32.435308,10044.321477355204,10047.359441502496,0.00030061028167826853,479.9816257644279,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,NEUTRAL,0.00019898802511231917,0.0005491890018017467,-8.92927847502137e-05
2024-12-05T15:54:38.770840,10045.021336680553,10047.359441502496,0.0002325262333338887,480.72868533036285,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.0004164519006315552,0.0015036993278978916,4.187971384730378e-05
2024-12-05T15:55:45.923341,10045.702015760791,10047.359441502496,0.0001635077301962485,481.3874022978811,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.00023672116343064877,0.0014115863631928172,-3.0338064119970438e-05
2024-12-05T15:56:52.457956,10045.668377124808,10047.359441502496,0.00017347524798915544,481.23538787433694,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BEARISH,5.351212385769538e-05,0.00031581355272452914,-0.00013810874223015184
2024-12-05T15:57:58.660657,10046.635094421465,10047.359441502496,6.692189988841303e-05,482.3870810653791,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.0005505695626016881,0.0022541197450552,3.035291255544847e-05
2024-12-05T15:59:04.932780,10046.395011925913,10047.359441502496,9.982272342165584e-05,482.0199660495021,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,NEUTRAL,0.00022771526425848881,0.0006229518449863925,-4.5446689703932006e-05
2024-12-05T16:00:10.685580,10047.076130248406,10047.359441502496,3.03670484511125e-05,482.78400964927386,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.00027346083219351744,0.0015389030476690956,9.174770352095914e-05
2024-12-05T16:01:16.523182,10048.505150017822,10047.359441502496,-0.00011257356855095409,484.1964114200643,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.0006842836064230197,0.0029708273285406496,4.237359570855459e-05
2024-12-05T16:02:23.651876,10049.221993377005,10047.359441502496,-0.00018598018396251358,484.94259250149054,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.0004029305056377061,0.0015832636474607524,6.012352383635281e-05
2024-12-05T16:03:30.499276,10049.568647024531,10047.359441502496,-0.00022057322679932187,485.279070370123,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.000299603479783836,0.0007667449728653666,3.7224993290442954e-05
2024-12-05T16:04:36.515908,10049.476607470475,10047.359441502496,-0.00020988437548203424,485.17376203963016,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.0003861144039296265,0.00017898313131083324,4.15337285563758e-05
2024-12-05T16:05:44.330203,10051.615845361735,10047.359441502496,-0.0004221768391442618,487.35730849330525,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.0012945332007358258,0.0045421053858206144,0.000145126101023185
2024-12-05T16:06:50.924917,10054.271851765303,10047.359441502496,-0.0006878024448853602,489.87780866138877,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.0017082210103178208,0.005290766360539684,-0.0001584180162484359
2024-12-05T16:07:57.601926,10055.478816273357,10047.359441502496,-0.0008111249758806939,491.2255137084579,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.0007031125454137881,0.0025919168980901,6.31551955655914e-05
2024-12-05T16:09:04.830391,10056.252797729136,10047.359441502496,-0.0008829377356509554,491.76279849439464,9564.31461346291,5,0,0.0,-7.275957614183426e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.0003848533014746027,0.0012188677839534896,-0.00031148068624430026
2024-12-05T16:10:13.075369,10055.278631615913,10055.781069849667,5.473311991011354e-05,368.2338025026267,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BULLISH,0.00043526503043504934,0.0019066627661760301,0.000500868781702865
2024-12-05T16:11:20.993932,10054.038925258144,10055.781069849667,0.00015962381996594956,367.0641827370767,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BULLISH,0.001167615609286263,0.00280299530371648,0.00018932871264554658
2024-12-05T16:12:27.030190,10054.195803374569,10055.781069849667,0.00017515089777664104,366.80397288030474,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BEARISH,0.00029385992386387363,0.0005193479838750647,-9.429305150391858e-05
2024-12-05T16:13:33.856908,10053.323138825635,10055.781069849667,0.00024176786291052522,366.15541796535956,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BULLISH,0.0006583155128195995,0.002341044450244904,-3.6211796273894954e-05
2024-12-05T16:14:39.959083,10054.238492231168,10055.781069849667,0.00015340206869892209,367.0572646715698,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,NEUTRAL,0.0005700295395571706,0.002425827517106935,0.0
2024-12-05T16:15:45.933665,10054.862984906364,10055.781069849667,9.129921752731453e-05,367.681757346766,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,NEUTRAL,0.000495595217974241,0.0017013845595187159,0.0
2024-12-05T16:16:55.135810,10056.211966501236,10055.781069849667,-5.628105012882415e-05,369.1132753065032,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.0009442252065272631,0.003891381724764712,-0.00014225831090092673
2024-12-05T16:18:01.925106,10055.64699115151,10055.781069849667,1.333349415873638e-05,368.2701909781398,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BEARISH,0.0003095599445874572,0.002428165645471994,-0.0005307755376402951
2024-12-05T16:19:07.898822,10055.037844502578,10055.781069849667,6.845291411456495e-05,367.9060316965995,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BULLISH,0.00018410761099041316,0.0015199514046894413,-1.484888517172234e-05
2024-12-05T16:20:15.039465,10055.40480395349,10055.781069849667,3.688141673568652e-05,368.2289708378283,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.00038558450622250333,0.0008633930697751622,0.0
2024-12-05T16:21:22.796786,10055.967034039124,10055.781069849667,-1.8258478487573823e-05,368.80282711688415,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.00033937752503676046,0.0015726044330600772,5.2555408083564066e-05
2024-12-05T16:22:28.700986,10054.854405956083,10055.781069849667,8.971306680940999e-05,367.69313646641905,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,NEUTRAL,0.00047921726615028317,0.0029592187388883372,-1.2431039461722557e-05
2024-12-05T16:23:34.721083,10055.137291694238,10055.781069849667,6.125108004612004e-05,367.98391483883324,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.0003645638003814264,0.0008455490562524704,0.0
2024-12-05T16:24:43.484887,10054.449795208177,10055.781069849667,0.00013238761921343926,367.28503923311814,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.0005679350968650282,0.0018990669601129694,4.4811505950147265e-05
2024-12-05T16:25:51.234503,10053.06922934995,10055.781069849667,0.0002724398135397881,365.8547566422214,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BEARISH,0.001068235092331257,0.003849990338291041,-1.500717342882258e-05
2024-12-05T16:26:58.808799,10053.189252295966,10055.781069849667,0.0002577413015514827,365.9130523251728,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.00014256301041233602,0.00014443379619790087,-0.0002595567591113318
2024-12-05T16:28:04.788314,10053.591666832599,10055.781069849667,0.00021725077767465527,366.42072028701847,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,RANGING,0.0003258394318488113,0.0011275648520988452,1.5021904821694075e-05
2024-12-05T16:29:13.106966,10054.013298217864,10055.781069849667,0.0001757979162278108,366.832070658266,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.0001577240729497425,0.0011372053383348932,3.7418541273766907e-08
2024-12-05T16:30:19.862411,10054.15680689817,10055.781069849667,0.00016186381422410745,366.9759087702622,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.00039463217750330975,0.0003929329578672521,1.0173957086026152e-05
2024-12-05T16:31:27.463404,10054.501845415323,10055.781069849667,0.000127768398878515,367.36785012439344,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,STRONG_BULLISH,0.00034893414473147736,0.0010690790117070907,0.00014379722200077094
2024-12-05T16:32:33.528310,10054.394354599879,10055.781069849667,0.00013787226085256097,367.1987555827691,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BULLISH,0.00020309765196179573,0.0003163743004374127,-3.995887786651304e-05
2024-12-05T16:33:42.300446,10053.590678537528,10055.781069849667,0.0002157492580621475,366.4765040533275,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BULLISH,0.0007377857859000498,0.0020048150901890304,0.00012605143850154024
2024-12-05T16:34:50.278102,10053.65416276961,10055.781069849667,0.00021326492561237173,366.45676560452034,9687.181227559598,6,0,0.0,-6.063298011819521e-13,0.0,-1.8189894035458565e-12,0.0,BEARISH,0.00039889376408779005,7.30574331069162e-05,4.007900283189266e-06
