timestamp,price,volume,price_change,market_condition,momentum_strength,momentum_direction,volatility,portfolio_value,btc_holdings,cash_balance
2024-12-05T16:03:34.487759,102090.24615384615,0,0.00041488809026932655,STRONG_BULLISH,0.002213506075940148,up,0.00027791613264314616,10050.106737087935,0.004758457756022597,9564.31461346291
2024-12-05T16:05:35.736404,102418.85,0,0.00450010477334524,BULLISH,0.003639203919594033,up,0.0013645078783610376,10051.670384608324,0.004758457756022597,9564.31461346291
2024-12-05T16:07:37.541944,103053.38076923076,0,0.0005705301781821616,STRONG_BULLISH,0.006408516736811571,up,0.0016857096081167575,10054.689772468606,0.004758457756022597,9564.31461346291
2024-12-05T16:09:39.077174,103282.71923076923,0,-0.000578955805046147,BEARISH,4.355922958535158e-05,down,0.00042170929727712315,10055.781069849667,0.004758457756022597,9564.31461346291
2024-12-05T16:11:41.094077,102859.67692307691,0,0.00010452223782583186,NEUTRAL,0.003107229759741913,down,0.0011561096645420225,10054.271298137044,0.0035688433170169478,9687.181227559598
2024-12-05T16:13:42.994372,102658.97692307693,0,0.0002528425866213716,BULLISH,0.0012127455088331504,down,0.0006835953588508253,10053.555031283318,0.0035688433170169478,9687.181227559598
2024-12-05T16:15:51.210431,103038.37692307692,0,8.436061670096947e-06,STRONG_BULLISH,0.0018983265325932532,up,0.0004916674773223109,10054.909050437795,0.0035688433170169478,9687.181227559598
2024-12-05T16:17:54.026736,103294.31923076922,0,-0.0010288949071321362,BEARISH,0.0024954227676800135,up,0.0010307991943794322,10055.822468432145,0.0035688433170169478,9687.181227559598
2024-12-05T16:19:56.201207,103202.10384615383,0,0.00126528813646076,BULLISH,0.0005199366053719554,up,0.00040576162044829645,10055.493366173034,0.0035688433170169478,9687.181227559598
2024-12-05T16:21:58.878192,103189.84615384614,0,-0.000624298781350975,BEARISH,6.587955832387294e-05,up,0.0004543141836737889,10055.44962038976,0.0035688433170169478,9687.181227559598
2024-12-05T16:24:00.366798,103117.16538461538,0,0.00035692835206234624,NEUTRAL,0.0010450768614444059,up,0.00037797746722325156,10055.190234112215,0.0035688433170169478,9687.181227559598
2024-12-05T16:26:01.977117,102513.37307692308,0,4.2622897553299465e-05,RANGING,0.0038273802417945813,down,0.0010693063353566198,10053.03539397004,0.0035688433170169478,9687.181227559598
2024-12-05T16:28:08.680622,102691.92692307693,0,-3.052352603586841e-05,STRONG_BULLISH,0.0016098681302052934,up,0.00030468432592783095,10053.672624670615,0.0035688433170169478,9687.181227559598
2024-12-05T16:30:10.233902,102886.92307692308,0,0.0009422490604263868,STRONG_BULLISH,0.001867144348921857,up,0.00029068718503396556,10054.368535391111,0.0035688433170169478,9687.181227559598
2024-12-05T16:32:11.680850,102942.51153846155,0,0.00010242014964935308,NEUTRAL,0.0011197148001053808,up,0.0003493392141520169,10054.566921900578,0.0035688433170169478,9687.181227559598
2024-12-05T16:34:13.025184,102790.24615384615,0,0.0008811346113630833,BULLISH,0.0009965821566442234,down,0.0008003970457147667,10054.02351060028,0.0035688433170169478,9687.181227559598
